  No.   E(hr.)    dos(hr.)       E(eV)          dos(eV)    sum
   3466  -0.1333     35.57279887     -1.8795    1.3072762465    6.5454
   3476  -0.1323     34.99206876     -1.8523    1.2859348085    6.5809
   3486  -0.1313     34.68189792     -1.8251    1.2745362403    6.6156
   3496  -0.1303     34.91509980     -1.7979    1.2831062515    6.6503
   3506  -0.1293     34.40177905     -1.7707    1.2642420618    6.6852
   3516  -0.1283     34.03715676     -1.7435    1.2508424398    6.7193
   3526  -0.1273     34.83606241     -1.7162    1.2802016807    6.7535
   3536  -0.1263     33.91216447     -1.6890    1.2462490577    6.7882
   3546  -0.1253     33.26629803     -1.6618    1.2225139037    6.8217
   3556  -0.1243     34.14301682     -1.6346    1.2547327252    6.8553
   3566  -0.1233     33.73616311     -1.6074    1.2397811270    6.8893
   3576  -0.1223     33.62026946     -1.5802    1.2355221141    6.9230
   3586  -0.1213     33.75533311     -1.5530    1.2404856115    6.9568
   3596  -0.1203     32.85421356     -1.5258    1.2073700790    6.9900
   3606  -0.1193     33.74196268     -1.4986    1.2399942575    7.0233
   3616  -0.1183     33.54205797     -1.4713    1.2326478946    7.0570
   3626  -0.1173     33.57891138     -1.4441    1.2340022327    7.0907
   3636  -0.1163     33.28047062     -1.4169    1.2230347370    7.1238
   3646  -0.1153     33.51542095     -1.3897    1.2316690023    7.1575
   3656  -0.1143     27.43084070     -1.3625    1.0080648024    7.1888
   3666  -0.1133     22.96619765     -1.3353    0.8439921965    7.2130
   3676  -0.1123     23.20116002     -1.3081    0.8526269044    7.2361
   3686  -0.1113     23.56047884     -1.2809    0.8658316275    7.2595
   3696  -0.1103     24.11711236     -1.2537    0.8862875320    7.2833
   3706  -0.1093     24.81174053     -1.2264    0.9118146463    7.3078
   3716  -0.1083     25.19553498     -1.1992    0.9259188324    7.3328
   3726  -0.1073     25.82189816     -1.1720    0.9489372548    7.3582
   3736  -0.1063     26.76120049     -1.1448    0.9834559787    7.3845
   3746  -0.1053     28.14495969     -1.1176    1.0343081912    7.4119
   3756  -0.1043     29.41095505     -1.0904    1.0808326626    7.4407
   3766  -0.1033     31.58287381     -1.0632    1.1606492048    7.4711
   3776  -0.1023     35.71333380     -1.0360    1.3124408097    7.5046
   3786  -0.1013     45.44248749     -1.0088    1.6699806132    7.5456
   3796  -0.1003     34.97328226     -0.9815    1.2852444171    7.5860
   3806  -0.0993     31.09526543     -0.9543    1.1427299273    7.6189
   3816  -0.0983     27.05442732     -0.9271    0.9942318657    7.6481
   3826  -0.0973     25.04648970     -0.8999    0.9204415193    7.6743
   3836  -0.0963     23.53067330     -0.8727    0.8647362943    7.6983
   3846  -0.0953     22.77423548     -0.8455    0.8369377171    7.7217
   3856  -0.0943     20.43035082     -0.8183    0.7508015444    7.7432
   3866  -0.0933     18.90213123     -0.7911    0.6946405103    7.7626
   3876  -0.0923     18.00955846     -0.7638    0.6618390659    7.7813
   3886  -0.0913     17.33077704     -0.7366    0.6368943089    7.7987
   3896  -0.0903     16.03821580     -0.7094    0.5893935594    7.8156
   3906  -0.0893     14.84859863     -0.6822    0.5456759350    7.8309
   3916  -0.0883     14.12886623     -0.6550    0.5192262570    7.8455
   3926  -0.0873     13.25483167     -0.6278    0.4871060796    7.8591
   3936  -0.0863     13.01060753     -0.6006    0.4781310077    7.8723
   3946  -0.0853     11.63800711     -0.5734    0.4276888726    7.8846
   3956  -0.0843     11.02956147     -0.5462    0.4053289079    7.8958
   3966  -0.0833     10.36305044     -0.5189    0.3808350793    7.9067
   3976  -0.0823      9.70419254     -0.4917    0.3566224979    7.9166
   3986  -0.0813      9.40336692     -0.4645    0.3455673604    7.9262
   3996  -0.0803      8.42333375     -0.4373    0.3095518056    7.9351
   4006  -0.0793      7.60476534     -0.4101    0.2794699715    7.9431
   4016  -0.0783      7.54354445     -0.3829    0.2772201453    7.9506
   4026  -0.0773      6.76574288     -0.3557    0.2486364649    7.9578
   4036  -0.0763      6.14469509     -0.3285    0.2258133796    7.9643
   4046  -0.0753      5.71164015     -0.3013    0.2098989039    7.9702
   4056  -0.0743      5.02702780     -0.2740    0.1847398644    7.9756
   4066  -0.0733      4.37703759     -0.2468    0.1608531646    7.9803
   4076  -0.0723      4.48466765     -0.2196    0.1648084962    7.9847
   4086  -0.0713      3.40904515     -0.1924    0.1252800985    7.9887
   4096  -0.0703      2.78374522     -0.1652    0.1023007500    7.9918
